transaction_id,amount,fraud_probability,prediction,actual_class,correct,timestamp
932,7.59,0.9997,1,1,1,2026-05-15 21:29:46
933,49.99,0.0197,0,0,1,2026-05-15 21:29:46
934,16.48,0.9931,1,1,1,2026-05-15 21:29:46
935,1.0,0.9996,1,1,1,2026-05-15 21:29:46
936,45.48,0.9997,1,1,1,2026-05-15 21:29:46
937,181.78,0.0594,0,0,1,2026-05-15 21:29:46
938,1.0,0.979,1,1,1,2026-05-15 21:29:46
939,0.0,0.9997,1,1,1,2026-05-15 21:29:46
940,99.99,0.9997,1,1,1,2026-05-15 21:29:46
941,146.81,0.0061,0,0,1,2026-05-15 21:29:46
942,29.74,0.0508,0,0,1,2026-05-15 21:29:46
943,1.46,0.0107,0,0,1,2026-05-15 21:29:46
944,21.76,0.0373,0,0,1,2026-05-15 21:29:46
945,634.3,0.8345,1,1,1,2026-05-15 21:29:46
946,2.8,0.0141,0,0,1,2026-05-15 21:29:46
947,108.22,0.0068,0,0,1,2026-05-15 21:29:47
948,8.93,0.008,0,0,1,2026-05-15 21:29:47
949,311.28,0.9954,1,1,1,2026-05-15 21:29:47
950,110.07,0.0166,0,0,1,2026-05-15 21:29:47
951,400.0,0.1443,0,0,1,2026-05-15 21:29:47
952,1.29,0.0592,0,0,1,2026-05-15 21:29:47
953,40.0,0.1022,0,0,1,2026-05-15 21:29:47
954,444.17,0.9996,1,1,1,2026-05-15 21:29:47
955,246.24,0.0154,0,0,1,2026-05-15 21:29:47
956,15.95,0.0932,0,0,1,2026-05-15 21:29:47
957,0.77,0.9996,1,1,1,2026-05-15 21:29:47
958,0.0,0.0904,0,0,1,2026-05-15 21:29:47
959,24.09,0.0134,0,0,1,2026-05-15 21:29:47
960,99.99,0.9997,1,1,1,2026-05-15 21:29:47
961,4.69,0.9997,1,1,1,2026-05-15 21:29:47
962,11.0,0.0368,0,0,1,2026-05-15 21:29:47
963,2.4,0.0542,0,0,1,2026-05-15 21:29:47
964,469.92,0.0321,0,0,1,2026-05-15 21:29:48
965,1.0,0.982,1,1,1,2026-05-15 21:29:48
966,1.1,0.9992,1,1,1,2026-05-15 21:29:48
967,97.0,0.9996,1,1,1,2026-05-15 21:29:48
968,0.77,0.9996,1,1,1,2026-05-15 21:29:48
969,208.58,0.8412,1,1,1,2026-05-15 21:29:48
970,1.0,0.9997,1,1,1,2026-05-15 21:29:48
971,0.76,0.0102,0,0,1,2026-05-15 21:29:48
972,1.0,0.9995,1,1,1,2026-05-15 21:29:48
973,0.0,0.9989,1,1,1,2026-05-15 21:29:48
974,11.88,0.0187,0,0,1,2026-05-15 21:29:48
975,8.9,0.9987,1,1,1,2026-05-15 21:29:48
976,42.53,0.8013,1,1,1,2026-05-15 21:29:48
977,1.0,0.9997,1,1,1,2026-05-15 21:29:48
978,1.98,0.0153,0,0,1,2026-05-15 21:29:48
979,104.03,0.9997,1,1,1,2026-05-15 21:29:48
980,4.57,0.0889,0,0,1,2026-05-15 21:29:48
981,273.01,0.9997,1,1,1,2026-05-15 21:29:49
982,174.98,0.0198,0,0,1,2026-05-15 21:29:49
983,23.32,0.004,0,0,1,2026-05-15 21:29:49
984,14.46,0.9997,1,1,1,2026-05-15 21:29:49
985,720.8,0.9059,1,1,1,2026-05-15 21:29:49
986,717.15,0.9974,1,1,1,2026-05-15 21:29:49
987,0.77,0.9996,1,1,1,2026-05-15 21:29:49
988,2.28,0.9996,1,1,1,2026-05-15 21:29:49
989,0.0,0.9604,1,1,1,2026-05-15 21:29:49
990,187.11,0.7864,1,1,1,2026-05-15 21:29:49
991,0.0,0.9997,1,1,1,2026-05-15 21:29:49
992,64.0,0.0251,0,0,1,2026-05-15 21:29:49
993,1.0,0.9997,1,1,1,2026-05-15 21:29:49
994,150.0,0.0219,0,0,1,2026-05-15 21:29:49
995,99.99,0.9997,1,1,1,2026-05-15 21:29:49
996,1.0,0.9979,1,1,1,2026-05-15 21:29:49
997,354.33,0.6951,1,1,1,2026-05-15 21:29:50
998,42.8,0.0568,0,0,1,2026-05-15 21:29:50
999,50.0,0.9841,1,1,1,2026-05-15 21:29:50
1000,12.31,0.9918,1,1,1,2026-05-15 21:29:50
